geography code,Household composition: Total; measures: Value,Household composition: One person household; measures: Value,Household composition: One person household: Aged 66 years and over; measures: Value,Household composition: One person household: Other; measures: Value,Household composition: Single family household; measures: Value,Household composition: Single family household: All aged 66 years and over; measures: Value,Household composition: Single family household: Married or civil partnership couple; measures: Value,Household composition: Single family household: Married or civil partnership couple: No children; measures: Value,Household composition: Single family household: Married or civil partnership couple: Dependent children; measures: Value,Household composition: Single family household: Married or civil partnership couple: All children non-dependent; measures: Value,Household composition: Single family household: Cohabiting couple family; measures: Value,Household composition: Single family household: Cohabiting couple family: No children; measures: Value,Household composition: Single family household: Cohabiting couple family: With dependent children; measures: Value,Household composition: Single family household: Cohabiting couple family: All children non-dependent; measures: Value,Household composition: Single family household: Lone parent family; measures: Value,Household composition: Single family household: Lone parent family: With dependent children; measures: Value,Household composition: Single family household: Lone parent family: All children non-dependent; measures: Value,Household composition: Single family household: Other single family household; measures: Value,Household composition: Single family household: Other single family household: Other family composition; measures: Value,Household composition: Other household types; measures: Value,Household composition: Other household types: With dependent children; measures: Value,"Household composition: Other household types: Other, including all full-time students and all aged 66 years and over; measures: Value",Population Density: Persons per square kilometre; measures: Value,Multiple ethnic groups in household: Total: All households,Multiple ethnic groups in household: One-person household,Multiple ethnic groups in household: All household members have the same ethnic group,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,Multiple ethnic groups in household: Ethnic groups differ within partnerships,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,ethnic groups,Proficiency in English language: Total: All usual residents aged 3 years and over,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,language_fluency,General health: Total: All usual residents,General health: Very good health,General health: Good health,General health: Fair health,General health: Bad health,General health: Very bad health,health,Occupancy rating for bedrooms: Total: All households,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less,Occupancy_rating_for_bedrooms,Highest level of qualification: Total: All usual residents aged 16 years and over,Highest level of qualification: No qualifications,Highest level of qualification: Level 1 and entry level qualifications,Highest level of qualification: Level 2 qualifications,Highest level of qualification: Apprenticeship,Highest level of qualification: Level 3 qualifications,Highest level of qualification: Level 4 qualifications and above,Highest level of qualification: Other qualifications,education,Local authority name,Year ending Dec 2022,Name,Geography,Mid-2022,Mid-2011
E07000170,54508.0,16048.0,7056.0,8992.0,36131.0,5457.0,16163.0,6503.0,6444.0,3216.0,7925.0,3810.0,3548.0,567.0,6288.0,4065.0,2223.0,298.0,298.0,2329.0,1067.0,1262.0,1152.8,54508.0,16048.0,35930.0,473.0,1509.0,548.0,0.046415205,122406.0,118470.0,3936.0,1702.0,1565.0,571.0,98.0,0.994534582,126300.0,53556.0,43876.0,19912.0,6947.0,2009.0,0.92908947,54510.0,20697.0,21250.0,11339.0,1097.0,127.0,0.769528527,102847.0,24281.0,12299.0,16138.0,6949.0,18393.0,22185.0,2602.0,0.763911441,Ashfield,"190,000",Ashfield,Non-metropolitan District,"127,179","119,522"
E07000171,51460.0,15492.0,7262.0,8230.0,34003.0,5946.0,15968.0,6729.0,6269.0,2970.0,6695.0,3413.0,2825.0,457.0,5159.0,3386.0,1773.0,235.0,235.0,1965.0,882.0,1083.0,184.7,51458.0,15492.0,33830.0,388.0,1400.0,348.0,0.041509581,114376.0,109625.0,4751.0,1623.0,1972.0,1022.0,134.0,0.989892985,117804.0,51679.0,40938.0,17862.0,5618.0,1707.0,0.937820448,51458.0,23580.0,18106.0,8929.0,761.0,82.0,0.810097555,97367.0,21013.0,10651.0,14392.0,6514.0,16961.0,24848.0,2988.0,0.784187661,Bassetlaw,"201,800",Bassetlaw,Non-metropolitan District,"120,012","113,003"
E07000172,48361.0,14581.0,6843.0,7738.0,31251.0,5520.0,15001.0,5743.0,6469.0,2789.0,6045.0,3545.0,2133.0,367.0,4417.0,2710.0,1707.0,268.0,268.0,2529.0,745.0,1784.0,1385.0,48361.0,14581.0,29873.0,521.0,2457.0,929.0,0.080788238,107891.0,102537.0,5354.0,2730.0,1850.0,663.0,111.0,0.992826093,110940.0,51331.0,38407.0,15476.0,4462.0,1264.0,0.948386515,48366.0,20945.0,17111.0,9401.0,830.0,79.0,0.786833726,92539.0,16079.0,8758.0,11486.0,5535.0,16771.0,31640.0,2270.0,0.826246231,Broxtowe,"240,000",Broxtowe,Non-metropolitan District,"112,113","109,749"
E07000173,51554.0,15514.0,7173.0,8341.0,33909.0,5669.0,15629.0,5841.0,6827.0,2961.0,6837.0,3571.0,2817.0,449.0,5551.0,3409.0,2142.0,223.0,223.0,2131.0,886.0,1245.0,977.4,51551.0,15514.0,31642.0,831.0,2854.0,710.0,0.085255378,113783.0,110090.0,3693.0,1876.0,1234.0,514.0,69.0,0.994876212,117263.0,53976.0,40850.0,16183.0,4840.0,1414.0,0.946666894,51552.0,22403.0,18721.0,9517.0,812.0,99.0,0.797718808,96458.0,17002.0,9337.0,13327.0,5965.0,17661.0,30727.0,2439.0,0.823736756,Gedling,"241,748",Gedling,Non-metropolitan District,"117,730","113,741"
E07000174,48032.0,14471.0,6264.0,8207.0,31084.0,4568.0,14309.0,5797.0,5768.0,2744.0,6625.0,3244.0,2937.0,444.0,5282.0,3373.0,1909.0,300.0,300.0,2477.0,1094.0,1383.0,1440.2,48030.0,14471.0,31115.0,492.0,1325.0,627.0,0.050884864,107007.0,98681.0,8326.0,2771.0,3670.0,1653.0,232.0,0.98238433,110482.0,47123.0,38004.0,17302.0,6249.0,1804.0,0.927110299,48030.0,18484.0,17556.0,10696.0,1136.0,158.0,0.750364356,90170.0,21910.0,10542.0,13216.0,5898.0,15853.0,19902.0,2849.0,0.757014528,Mansfield,"180,000",Mansfield,Non-metropolitan District,"111,117","104,551"
E07000175,53333.0,15746.0,7700.0,8046.0,35322.0,6368.0,16741.0,6876.0,6849.0,3016.0,6912.0,3603.0,2881.0,428.0,5073.0,3135.0,1938.0,228.0,228.0,2265.0,925.0,1340.0,188.8,53331.0,15746.0,34733.0,473.0,1826.0,553.0,0.05347734,119427.0,114535.0,4892.0,1969.0,2000.0,816.0,107.0,0.992271429,122956.0,54954.0,43072.0,17806.0,5553.0,1571.0,0.942060575,53331.0,24771.0,18336.0,9383.0,741.0,100.0,0.808291613,101967.0,19448.0,10577.0,14913.0,6360.0,18403.0,29579.0,2687.0,0.809271627,Newark and Sherwood,"231,995",Newark and Sherwood,Non-metropolitan District,"125,089","114,982"
E07000176,49883.0,13822.0,6881.0,6941.0,33754.0,6184.0,17841.0,6016.0,9077.0,2748.0,5636.0,3381.0,1988.0,267.0,3890.0,2455.0,1435.0,203.0,203.0,2307.0,687.0,1620.0,291.0,49883.0,13822.0,31717.0,521.0,3083.0,740.0,0.087083776,115716.0,112214.0,3502.0,2209.0,915.0,331.0,47.0,0.996733382,119077.0,63235.0,38139.0,13096.0,3629.0,978.0,0.961310749,49884.0,26137.0,16310.0,6971.0,406.0,60.0,0.850914121,97724.0,11727.0,6924.0,11725.0,4378.0,16649.0,44227.0,2094.0,0.879998772,Rushcliffe,"340,725",Rushcliffe,Non-metropolitan District,"121,582","111,248"
E07000177,65893.0,17339.0,7476.0,9863.0,44170.0,6046.0,22894.0,8016.0,11109.0,3769.0,8659.0,5035.0,3157.0,467.0,6085.0,3725.0,2360.0,486.0,486.0,4384.0,1671.0,2713.0,273.5,65894.0,17339.0,40678.0,1096.0,5092.0,1689.0,0.119540474,155493.0,141071.0,14422.0,6664.0,5577.0,1882.0,299.0,0.985973645,161018.0,81759.0,55298.0,17966.0,4699.0,1296.0,0.962768138,65894.0,27201.0,21054.0,15945.0,1477.0,217.0,0.732312502,130588.0,20951.0,13727.0,18169.0,7305.0,20982.0,45840.0,3614.0,0.839564125,Cherwell,"355,000",Cherwell,Non-metropolitan District,"164,155","142,252"
E07000178,55238.0,16096.0,5955.0,10141.0,30517.0,3121.0,15223.0,4744.0,8173.0,2306.0,5939.0,3869.0,1757.0,313.0,5519.0,3350.0,2169.0,715.0,715.0,8625.0,2036.0,6589.0,3553.0,55238.0,16096.0,26105.0,1654.0,6173.0,5210.0,0.236015062,157724.0,129117.0,28607.0,16087.0,8914.0,3129.0,477.0,0.977137278,162039.0,88767.0,52154.0,15703.0,4221.0,1194.0,0.966582119,55238.0,16347.0,16680.0,18758.0,2673.0,780.0,0.597903617,136718.0,17204.0,8339.0,10389.0,3798.0,28127.0,65698.0,3163.0,0.874164338,Oxford,"450,000",Oxford,Non-metropolitan District,"163,257","150,245"
E07000179,61495.0,16105.0,8038.0,8067.0,42221.0,7035.0,22675.0,7633.0,11296.0,3746.0,7204.0,4261.0,2562.0,381.0,5024.0,2947.0,2077.0,283.0,283.0,3169.0,1046.0,2123.0,219.7,61497.0,16105.0,38620.0,785.0,4903.0,1084.0,0.110119193,144470.0,137542.0,6928.0,3931.0,2153.0,721.0,123.0,0.994157957,149085.0,79641.0,49194.0,15408.0,3831.0,1011.0,0.967521883,61495.0,27990.0,20217.0,12189.0,984.0,115.0,0.783917392,121491.0,15109.0,10349.0,15412.0,5837.0,19105.0,52950.0,2729.0,0.875636878,South Oxfordshire,"445,000",South Oxfordshire,Non-metropolitan District,"151,820","134,961"
E07000180,57498.0,15437.0,6997.0,8440.0,39110.0,6411.0,20993.0,7327.0,10382.0,3284.0,6738.0,3989.0,2427.0,322.0,4725.0,2976.0,1749.0,243.0,243.0,2951.0,925.0,2026.0,240.5,57498.0,15437.0,35584.0,754.0,4587.0,1136.0,0.112647396,134376.0,126892.0,7484.0,4586.0,2143.0,648.0,107.0,0.994381437,138913.0,72726.0,46700.0,14989.0,3585.0,913.0,0.967620021,57498.0,27305.0,17527.0,11752.0,837.0,77.0,0.779714077,112426.0,14092.0,9588.0,13750.0,5595.0,17367.0,49504.0,2530.0,0.874655329,Vale of White Horse,"395,000",Vale of White Horse,Non-metropolitan District,"142,116","121,891"
E07000181,47984.0,13206.0,6586.0,6620.0,32546.0,5711.0,16938.0,6155.0,7818.0,2965.0,5551.0,3147.0,2098.0,306.0,4106.0,2511.0,1595.0,240.0,240.0,2232.0,735.0,1497.0,159.9,47981.0,13206.0,30374.0,519.0,3151.0,731.0,0.091723807,110834.0,106785.0,4049.0,2157.0,1393.0,431.0,68.0,0.995497771,114237.0,58560.0,38834.0,12766.0,3198.0,879.0,0.964311038,47979.0,21597.0,16133.0,9467.0,723.0,59.0,0.78638571,93809.0,13058.0,8896.0,12617.0,5076.0,16106.0,35913.0,2143.0,0.860802268,West Oxfordshire,"395,000",West Oxfordshire,Non-metropolitan District,"116,928","105,442"
E07000187,50294.0,15152.0,7610.0,7542.0,32702.0,6222.0,15621.0,6156.0,6680.0,2785.0,6069.0,3219.0,2476.0,374.0,4600.0,2801.0,1799.0,190.0,190.0,2440.0,891.0,1549.0,157.0,50294.0,15152.0,31606.0,481.0,2433.0,622.0,0.070306597,112898.0,109713.0,3185.0,1587.0,1173.0,356.0,69.0,0.99623554,116090.0,55396.0,40072.0,15165.0,4312.0,1145.0,0.952993367,50293.0,22366.0,16295.0,10689.0,857.0,86.0,0.768715328,96051.0,15504.0,9097.0,14339.0,5478.0,16704.0,32616.0,2313.0,0.838585751,,,,,,
E07000188,53906.0,15620.0,7822.0,7798.0,35276.0,6858.0,16542.0,6777.0,6691.0,3074.0,6575.0,3359.0,2788.0,428.0,5030.0,3198.0,1832.0,271.0,271.0,3010.0,1174.0,1836.0,222.2,53904.0,15620.0,35395.0,459.0,1739.0,691.0,0.05359528,121881.0,116143.0,5738.0,2291.0,2382.0,891.0,174.0,0.991261969,125343.0,55925.0,44639.0,17763.0,5484.0,1532.0,0.944025594,53903.0,23275.0,17880.0,11541.0,1037.0,170.0,0.763501104,103781.0,20290.0,11654.0,16176.0,7042.0,18553.0,27081.0,2985.0,0.804492152,,,,,,
E07000189,75933.0,22859.0,11869.0,10990.0,49632.0,10492.0,23619.0,9921.0,9548.0,4150.0,8734.0,4577.0,3632.0,525.0,6490.0,4084.0,2406.0,297.0,297.0,3442.0,1280.0,2162.0,180.0,75936.0,22859.0,49022.0,598.0,2669.0,788.0,0.053400232,167854.0,160744.0,7110.0,3084.0,2725.0,1132.0,169.0,0.992249217,172671.0,79386.0,61211.0,23507.0,6637.0,1930.0,0.950385415,75936.0,33440.0,25240.0,15838.0,1290.0,128.0,0.772756005,143811.0,23749.0,15108.0,21995.0,10407.0,25900.0,42574.0,4078.0,0.834859642,,,,,,
E07000192,43458.0,12570.0,5456.0,7114.0,29118.0,4346.0,13484.0,5185.0,5409.0,2890.0,6496.0,3193.0,2900.0,403.0,4578.0,2822.0,1756.0,214.0,214.0,1770.0,817.0,953.0,1274.3,43461.0,12573.0,29144.0,300.0,1122.0,322.0,0.040127931,97180.0,95458.0,1722.0,762.0,650.0,257.0,53.0,0.996810043,100520.0,43559.0,35779.0,14742.0,4955.0,1485.0,0.935933148,43459.0,16522.0,15231.0,10757.0,855.0,94.0,0.730642675,82478.0,18134.0,9826.0,13079.0,4989.0,15521.0,18748.0,2181.0,0.780135309,Cannock Chase,"219,950",Cannock Chase,Non-metropolitan District,"101,140","97,582"
E07000193,51293.0,14760.0,6565.0,8195.0,33756.0,5004.0,16854.0,6211.0,7626.0,3017.0,6471.0,3417.0,2687.0,367.0,5075.0,3230.0,1845.0,352.0,352.0,2777.0,1319.0,1458.0,320.5,51293.0,14760.0,33004.0,764.0,1960.0,805.0,0.068800811,119949.0,107976.0,11973.0,4275.0,5278.0,2094.0,326.0,0.979824759,124019.0,57717.0,43989.0,16319.0,4637.0,1357.0,0.951668696,51293.0,21155.0,17212.0,11388.0,1300.0,238.0,0.747996803,100508.0,20231.0,10759.0,14594.0,6021.0,17079.0,28826.0,2998.0,0.79871254,East Staffordshire,"220,000",East Staffordshire,Non-metropolitan District,"125,760","113,858"
E07000194,45630.0,12662.0,6426.0,6236.0,31246.0,6297.0,15245.0,5546.0,6679.0,3020.0,5431.0,2868.0,2211.0,352.0,4092.0,2397.0,1695.0,181.0,181.0,1722.0,780.0,942.0,321.3,45633.0,12662.0,30416.0,363.0,1797.0,395.0,0.055990183,103438.0,101315.0,2123.0,1031.0,752.0,290.0,50.0,0.996713007,106436.0,50143.0,37056.0,13924.0,4162.0,1151.0,0.950082679,45629.0,21864.0,14872.0,8229.0,598.0,66.0,0.805102018,88596.0,15110.0,8930.0,12487.0,4743.0,15241.0,29789.0,2296.0,0.82945054,Lichfield,"301,750",Lichfield,Non-metropolitan District,"108,352","100,911"
E07000195,53420.0,16588.0,7694.0,8894.0,34306.0,5946.0,16014.0,6363.0,6407.0,3244.0,6798.0,3397.0,2908.0,493.0,5309.0,3297.0,2012.0,239.0,239.0,2526.0,913.0,1613.0,584.5,53423.0,16588.0,34046.0,432.0,1573.0,784.0,0.052205979,119929.0,115774.0,4155.0,2133.0,1442.0,502.0,78.0,0.995163805,123300.0,54189.0,43520.0,17878.0,5972.0,1741.0,0.937445255,53423.0,20718.0,19542.0,12063.0,989.0,111.0,0.753607997,103183.0,20689.0,9991.0,14052.0,6883.0,20200.0,28938.0,2430.0,0.799492164,Newcastle-under-Lyme,"180,000",Newcastle-under-Lyme,Non-metropolitan District,"125,297","123,878"
E07000196,46122.0,12558.0,7241.0,5317.0,31836.0,6564.0,16052.0,6101.0,6284.0,3667.0,5057.0,2480.0,2184.0,393.0,4007.0,2289.0,1718.0,156.0,156.0,1728.0,775.0,953.0,271.2,46122.0,12558.0,31391.0,371.0,1433.0,369.0,0.047114175,107646.0,106341.0,1305.0,629.0,414.0,213.0,49.0,0.997566096,110472.0,49718.0,39468.0,15421.0,4538.0,1327.0,0.946909624,46120.0,21481.0,15961.0,8017.0,598.0,63.0,0.811838682,93372.0,18011.0,9515.0,13510.0,5924.0,16424.0,27448.0,2540.0,0.807104914,South Staffordshire,"280,000",South Staffordshire,Non-metropolitan District,"111,527","108,318"
E07000197,60048.0,17754.0,8334.0,9420.0,40064.0,7478.0,19498.0,7819.0,8286.0,3393.0,7471.0,4214.0,2833.0,424.0,5378.0,3369.0,2009.0,239.0,239.0,2230.0,897.0,1333.0,228.8,60047.0,17754.0,38883.0,575.0,2277.0,558.0,0.056788849,132896.0,128218.0,4678.0,2481.0,1586.0,522.0,89.0,0.99540242,136867.0,64032.0,47929.0,18200.0,5203.0,1503.0,0.951003529,60047.0,28386.0,19582.0,11244.0,745.0,90.0,0.798840908,113615.0,17910.0,10712.0,15946.0,6417.0,19756.0,39860.0,3014.0,0.842362364,Stafford,"250,000",Stafford,Non-metropolitan District,"138,670","130,895"
E07000198,42355.0,12536.0,6603.0,5933.0,28334.0,5997.0,13789.0,5687.0,5278.0,2824.0,4935.0,2520.0,2057.0,358.0,3480.0,2010.0,1470.0,133.0,133.0,1485.0,680.0,805.0,166.4,42355.0,12536.0,28471.0,189.0,947.0,212.0,0.031826231,93484.0,92663.0,821.0,404.0,275.0,113.0,29.0,0.998481023,95847.0,42805.0,33976.0,13660.0,4144.0,1262.0,0.943597609,42354.0,18605.0,15645.0,7484.0,545.0,75.0,0.808660339,80858.0,16223.0,7840.0,11441.0,5730.0,14491.0,22944.0,2189.0,0.799364318,Staffordshire Moorlands,"215,000",Staffordshire Moorlands,Non-metropolitan District,"95,899","97,209"
E07000199,32892.0,8787.0,4102.0,4685.0,22519.0,3221.0,10603.0,3907.0,4424.0,2272.0,4578.0,2180.0,2111.0,287.0,3926.0,2511.0,1415.0,191.0,191.0,1586.0,710.0,876.0,2549.6,32895.0,8787.0,22194.0,340.0,1207.0,367.0,0.058185135,76050.0,72762.0,3288.0,1393.0,1433.0,405.0,57.0,0.993925049,78647.0,35798.0,27433.0,10922.0,3434.0,1060.0,0.942858596,32895.0,13349.0,10825.0,7923.0,714.0,84.0,0.734883721,63791.0,13899.0,8284.0,10718.0,3495.0,11728.0,13953.0,1714.0,0.7821166,Tamworth,"245,000",Tamworth,Non-metropolitan District,"79,639","76,895"
E07000200,40200.0,11382.0,6284.0,5098.0,27234.0,5954.0,13224.0,5419.0,5307.0,2498.0,4624.0,2429.0,1883.0,312.0,3320.0,1946.0,1374.0,112.0,112.0,1584.0,610.0,974.0,155.5,40200.0,11382.0,26482.0,285.0,1662.0,389.0,0.058109453,90053.0,88494.0,1559.0,807.0,547.0,174.0,31.0,0.997723563,92338.0,42772.0,33135.0,12352.0,3225.0,854.0,0.955825337,40199.0,18872.0,13390.0,7320.0,563.0,54.0,0.802557278,77377.0,13491.0,8642.0,12142.0,4783.0,13410.0,22817.0,2092.0,0.825645864,Babergh,"340,000",Babergh,Non-metropolitan District,"94,277","87,901"
E07000202,59506.0,19270.0,7235.0,12035.0,36656.0,4615.0,16597.0,5666.0,8082.0,2849.0,7963.0,4064.0,3440.0,459.0,7042.0,4593.0,2449.0,439.0,439.0,3580.0,1491.0,2089.0,3534.3,59507.0,19270.0,33479.0,1445.0,3734.0,1579.0,0.113566471,134773.0,118944.0,15829.0,5989.0,6205.0,3091.0,544.0,0.973028722,139642.0,63728.0,49957.0,18905.0,5562.0,1490.0,0.949499434,59507.0,19654.0,19473.0,17896.0,2166.0,318.0,0.657519283,111832.0,24251.0,13437.0,16100.0,7015.0,18241.0,29295.0,3493.0,0.783147936,Ipswich,"238,000",Ipswich,Non-metropolitan District,"139,247","133,729"
E07000203,44343.0,11983.0,6325.0,5658.0,30583.0,6357.0,15281.0,6474.0,6093.0,2714.0,5375.0,3060.0,1978.0,337.0,3417.0,2015.0,1402.0,153.0,153.0,1777.0,720.0,1057.0,117.9,44343.0,11983.0,29910.0,283.0,1789.0,378.0,0.055251111,100065.0,98582.0,1483.0,766.0,498.0,197.0,22.0,0.997811423,102699.0,48205.0,36960.0,13204.0,3454.0,876.0,0.957837954,44343.0,21317.0,14869.0,7537.0,569.0,51.0,0.816047629,86305.0,15185.0,9148.0,12784.0,5345.0,15667.0,25917.0,2259.0,0.824054226,Mid Suffolk,"325,000",Mid Suffolk,Non-metropolitan District,"105,723","97,076"
E07000207,55593.0,14972.0,7304.0,7668.0,37881.0,5123.0,22303.0,5750.0,13296.0,3257.0,5308.0,3136.0,1919.0,253.0,4845.0,2981.0,1864.0,302.0,302.0,2740.0,1120.0,1620.0,1459.6,55591.0,14972.0,30593.0,1264.0,7400.0,1362.0,0.180352935,133986.0,124800.0,9186.0,5395.0,2782.0,896.0,113.0,0.992469362,138755.0,81741.0,40971.0,12067.0,3038.0,938.0,0.971345177,55591.0,25637.0,16194.0,12300.0,1326.0,134.0,0.752477919,108774.0,11753.0,7048.0,12442.0,3515.0,14811.0,56677.0,2528.0,0.891950282,Elmbridge,"672,500",Elmbridge,Non-metropolitan District,"140,024","131,428"
E07000208,31321.0,7625.0,3958.0,3667.0,21523.0,3062.0,12356.0,3125.0,6959.0,2272.0,2967.0,1551.0,1206.0,210.0,2958.0,1651.0,1307.0,180.0,180.0,2173.0,871.0,1302.0,2375.4,31323.0,7625.0,18207.0,769.0,3647.0,1075.0,0.175302493,78321.0,71308.0,7013.0,3804.0,2187.0,856.0,166.0,0.986951137,80938.0,43925.0,26427.0,8110.0,1940.0,536.0,0.969408683,31322.0,12388.0,10105.0,7686.0,972.0,171.0,0.718121448,64607.0,8246.0,5106.0,8177.0,2628.0,10110.0,28642.0,1698.0,0.872366771,Epsom and Ewell,"550,000",Epsom and Ewell,Non-metropolitan District,"81,184","75,191"
E07000209,55760.0,14840.0,6768.0,8072.0,36202.0,5595.0,20116.0,6373.0,10494.0,3249.0,5812.0,3639.0,1875.0,298.0,4338.0,2535.0,1803.0,341.0,341.0,4718.0,1053.0,3665.0,530.2,55760.0,14840.0,32756.0,878.0,5107.0,2179.0,0.146413199,139726.0,128423.0,11303.0,6639.0,3557.0,986.0,121.0,0.992077351,143650.0,78671.0,46690.0,13717.0,3531.0,1041.0,0.968172642,55760.0,23106.0,17049.0,13923.0,1516.0,166.0,0.720139885,119357.0,13540.0,8646.0,13528.0,4686.0,23554.0,52620.0,2783.0,0.886558811,Guildford,"510,000",Guildford,Non-metropolitan District,"145,673","137,580"
E07000210,37139.0,11053.0,5836.0,5217.0,24368.0,4650.0,13254.0,4333.0,6469.0,2452.0,3507.0,2063.0,1228.0,216.0,2830.0,1576.0,1254.0,127.0,127.0,1718.0,669.0,1049.0,338.3,37139.0,11053.0,21777.0,495.0,3171.0,643.0,0.116023587,85068.0,81957.0,3111.0,1722.0,1001.0,331.0,57.0,0.995438943,87386.0,45952.0,28806.0,9411.0,2501.0,716.0,0.963186323,37140.0,16531.0,10929.0,8825.0,780.0,75.0,0.739364567,72339.0,8901.0,6236.0,9857.0,3209.0,11182.0,31214.0,1740.0,0.87695434,Mole Valley,"535,000",Mole Valley,Non-metropolitan District,"87,769","85,637"
E07000211,59845.0,15797.0,7344.0,8453.0,40598.0,5519.0,22447.0,6398.0,12260.0,3789.0,6642.0,3658.0,2573.0,411.0,5656.0,3505.0,2151.0,334.0,334.0,3450.0,1378.0,2072.0,1168.1,59850.0,15797.0,35612.0,1181.0,5837.0,1423.0,0.141035923,145569.0,136506.0,9063.0,5333.0,2690.0,894.0,146.0,0.992855622,150846.0,81155.0,49031.0,15541.0,3979.0,1140.0,0.966064728,59848.0,23678.0,19067.0,14939.0,1960.0,204.0,0.714226039,120129.0,15765.0,10997.0,17047.0,5244.0,19632.0,48338.0,3106.0,0.868766076,Reigate and Banstead,"475,000",Reigate and Banstead,Non-metropolitan District,"153,629","138,375"
E07000212,34841.0,9939.0,4462.0,5477.0,21981.0,3015.0,11562.0,3522.0,6041.0,1999.0,3906.0,2301.0,1360.0,245.0,3277.0,1902.0,1375.0,221.0,221.0,2921.0,827.0,2094.0,1128.6,34838.0,9939.0,19432.0,621.0,3345.0,1501.0,0.156926345,85237.0,78275.0,6962.0,4045.0,2160.0,651.0,106.0,0.99111888,88079.0,46128.0,29446.0,9344.0,2487.0,674.0,0.964111763,34838.0,12204.0,11152.0,10233.0,1126.0,123.0,0.67041736,72717.0,10528.0,6543.0,9130.0,3400.0,15509.0,25643.0,1964.0,0.85521955,Runnymede,"451,000",Runnymede,Non-metropolitan District,"88,524","80,501"
E07000213,41805.0,11665.0,5363.0,6302.0,27130.0,3706.0,14282.0,4127.0,7314.0,2841.0,4439.0,2338.0,1799.0,302.0,4392.0,2596.0,1796.0,311.0,311.0,3010.0,1290.0,1720.0,2293.9,41805.0,11665.0,24226.0,925.0,3744.0,1245.0,0.141466332,99370.0,89348.0,10022.0,5501.0,3272.0,1094.0,155.0,0.987430814,102956.0,51913.0,35432.0,11642.0,3072.0,897.0,0.961449551,41805.0,13606.0,13554.0,12531.0,1852.0,262.0,0.649683052,83362.0,14012.0,9231.0,12028.0,4367.0,13227.0,27996.0,2501.0,0.831913822,Spelthorne,"435,000",Spelthorne,Non-metropolitan District,"103,551","95,852"
E07000214,36009.0,9067.0,4408.0,4659.0,24721.0,3987.0,13844.0,4230.0,7083.0,2531.0,3647.0,2069.0,1355.0,223.0,3081.0,1811.0,1270.0,162.0,162.0,2221.0,928.0,1293.0,951.2,36008.0,9067.0,22447.0,558.0,3118.0,818.0,0.124805599,87877.0,82147.0,5730.0,3125.0,1769.0,686.0,150.0,0.990486703,90453.0,48670.0,29656.0,9208.0,2249.0,670.0,0.967729097,36008.0,17373.0,10283.0,7455.0,783.0,114.0,0.768051544,73784.0,9643.0,7076.0,10557.0,3326.0,12377.0,28929.0,1876.0,0.869307709,Surrey Heath,"450,000",Surrey Heath,Non-metropolitan District,"91,237","86,378"
E07000215,35621.0,9702.0,5000.0,4702.0,24026.0,3981.0,12623.0,3859.0,6374.0,2390.0,3813.0,1956.0,1604.0,253.0,3430.0,2141.0,1289.0,179.0,179.0,1893.0,806.0,1087.0,354.1,35623.0,9702.0,21351.0,629.0,3227.0,714.0,0.128287904,84957.0,82330.0,2627.0,1614.0,735.0,234.0,44.0,0.996727756,87877.0,45917.0,28955.0,9685.0,2570.0,750.0,0.962219921,35621.0,15355.0,11022.0,8242.0,921.0,81.0,0.74049016,70826.0,9787.0,6662.0,10727.0,3098.0,12267.0,26516.0,1769.0,0.861816282,Tandridge,"495,000",Tandridge,Non-metropolitan District,"88,707","83,178"
E07000216,52448.0,14642.0,7589.0,7053.0,35360.0,6446.0,19582.0,6023.0,10473.0,3086.0,5021.0,3053.0,1713.0,255.0,4104.0,2373.0,1731.0,207.0,207.0,2446.0,821.0,1625.0,371.5,52448.0,14642.0,31810.0,629.0,4398.0,969.0,0.114322758,124582.0,120024.0,4558.0,2657.0,1426.0,392.0,83.0,0.99618725,128229.0,70073.0,41167.0,12883.0,3236.0,870.0,0.967979162,52451.0,24125.0,15897.0,11428.0,896.0,105.0,0.763035976,103634.0,11859.0,7531.0,13644.0,4078.0,15825.0,48292.0,2405.0,0.885568443,Waverley,"545,000",Waverley,Non-metropolitan District,"130,063","121,754"
